Image1,Image2,Label1,Label2
2024-06-22_chunk_8/0/2024-06-22T15-02-42_FLAG_P_FID_972_OID_130g1_ctw-cf-2a-127_1719043201_1719043362_972.jpg,2024-06-22_chunk_3/0/2024-06-22T14-35-16_FLAG_P_FID_101_OID_5892g0_ctw-cf-1c-050_1719041700_1719041716_101.jpg,0,0
2024-06-22_chunk_7/1/2024-06-22T14-10-44_FLAG_P_FID_267_OID_526g0_ctw-cf-1a-086_1719040200_1719040244_267.jpg,2024-06-22_chunk_6/0/2024-06-22T15-17-02_FLAG_P_FID_738_OID_174g0_ctw-cf-2d-089_1719044100_1719044222_738.jpg,1,0
2024-06-22_chunk_4/1/2024-06-22T15-09-52_FLAG_P_FID_1758_OID_1413g0_ctw-cf-2c-104_1719043500_1719043792_1758.jpg,2024-06-22_chunk_8/1/2024-06-22T15-09-25_FLAG_P_FID_1589_OID_311g0_ctw-cf-3c-170_1719043501_1719043765_1589.jpg,1,1
2024-06-22_chunk_8/0/2024-06-22T13-17-07_FLAG_P_FID_764_OID_1226g0_ctw-cf-1c-047_1719036900_1719037027_764.jpg,2024-06-22_chunk_5/0/2024-06-22T13-22-56_FLAG_P_FID_1059_OID_542g0_ctw-cf-1a-022_1719037200_1719037376_1059.jpg,0,0
2024-06-22_chunk_7/0/2024-06-22T14-39-57_FLAG_P_FID_1779_OID_1243g0_ctw-cf-2c-095_1719041701_1719041997_1779.jpg,2024-06-22_chunk_5/1/2024-06-22T11-16-36_FLAG_P_FID_575_OID_365g0_ctw-cf-1a-080_1719029701_1719029796_575.jpg,0,1
2024-06-22_chunk_1/1/2024-06-22T13-07-30_FLAG_P_FID_902_OID_325g0_ctw-cf-3a-192_1719036300_1719036450_902.jpg,2024-06-22_chunk_1/0/2024-06-22T11-05-34_FLAG_P_FID_200_OID_208g0_ctw-cf-1c-046_1719029101_1719029134_200.jpg,1,0
2024-06-22_chunk_3/1/2024-06-22T14-50-31_FLAG_P_FID_187_OID_8580g0_ctw-cf-1c-050_1719042600_1719042631_187.jpg,2024-06-22_chunk_8/0/2024-06-22T13-39-36_FLAG_P_FID_1659_OID_1976g0_ctw-cf-1a-086_1719038100_1719038376_1659.jpg,1,0
2024-06-22_chunk_1/2/2024-06-22T11-01-43_FLAG_P_FID_625_OID_33g0_ctw-cf-2c-103_1719028800_1719028903_625.jpg,2024-06-22_chunk_6/1/2024-06-22T10-52-23_FLAG_P_FID_855_OID_1669g0_ctw-cf-2c-091_1719028201_1719028343_855.jpg,2,1
2024-06-22_chunk_6/1/2024-06-22T13-33-02_FLAG_P_FID_1096_OID_1409g0_ctw-cf-3a-192_1719037800_1719037982_1096.jpg,2024-06-22_chunk_8/0/2024-06-22T11-42-14_FLAG_P_FID_808_OID_543g0_ctw-cf-3c-158_1719031200_1719031334_808.jpg,1,0
2024-06-22_chunk_6/1/2024-06-22T15-15-07_FLAG_P_FID_42_OID_3045g0_ctw-cf-1c-050_1719044100_1719044107_42.jpg,2024-06-22_chunk_5/1/2024-06-22T13-04-35_FLAG_P_FID_1655_OID_228g0_ctw-cf-1c-051_1719036000_1719036275_1655.jpg,1,1
2024-06-22_chunk_5/1/2024-06-22T13-30-17_FLAG_P_FID_108_OID_1308g0_ctw-cf-3c-162_1719037800_1719037817_108.jpg,2024-06-22_chunk_1/1/2024-06-22T12-07-40_FLAG_P_FID_958_OID_365g0_ctw-cf-2c-091_1719032701_1719032860_958.jpg,1,1
2024-06-22_chunk_7/1/2024-06-22T11-29-01_FLAG_P_FID_1442_OID_1000g0_ctw-cf-1c-047_1719030301_1719030541_1442.jpg,2024-06-22_chunk_5/1/2024-06-22T15-00-12_FLAG_P_FID_76_OID_21g0_ctw-cf-2c-093_1719043200_1719043212_76.jpg,1,1
2024-06-22_chunk_8/0/2024-06-22T14-01-58_FLAG_P_FID_715_OID_341g0_ctw-cf-1c-050_1719039600_1719039718_715.jpg,2024-06-22_chunk_6/0/2024-06-22T10-59-03_FLAG_P_FID_1458_OID_968g0_ctw-cf-2b-145_1719028501_1719028743_1458.jpg,0,0
2024-06-22_chunk_2/0/2024-06-22T12-33-24_FLAG_P_FID_1222_OID_1988g0_ctw-cf-2c-104_1719034201_1719034404_1222.jpg,2024-06-22_chunk_1/0/2024-06-22T11-30-56_FLAG_P_FID_335_OID_634g0_ctw-cf-2b-141_1719030601_1719030656_335.jpg,0,0
2024-06-22_chunk_3/1/2024-06-22T15-19-52_FLAG_P_FID_1750_OID_1261g0_ctw-cf-1c-019-store_1719044101_1719044392_1750.jpg,2024-06-22_chunk_5/2/2024-06-22T12-02-32_FLAG_P_FID_917_OID_145g0_ctw-cf-1c-047_1719032400_1719032552_917.jpg,1,2
2024-06-22_chunk_2/1/2024-06-22T15-15-51_FLAG_P_FID_307_OID_1888g0_ctw-cf-1c-051_1719044101_1719044151_307.jpg,2024-06-22_chunk_1/3/2024-06-22T13-29-44_FLAG_P_FID_1708_OID_1288g0_ctw-cf-1e-067_1719037500_1719037784_1708.jpg,1,3
2024-06-22_chunk_8/1/2024-06-22T10-21-31_FLAG_P_FID_550_OID_192g0_ctw-cf-2b-141_1719026400_1719026491_550.jpg,2024-06-22_chunk_8/1/2024-06-22T13-32-18_FLAG_P_FID_830_OID_3544g0_ctw-cf-3c-155_1719037800_1719037938_830.jpg,1,1
2024-06-22_chunk_4/2/2024-06-22T13-05-12_FLAG_P_FID_73_OID_188g0_ctw-cf-3c-169_1719036300_1719036312_73.jpg,2024-06-22_chunk_3/1/2024-06-22T12-15-51_FLAG_P_FID_313_OID_641g0_ctw-cf-2c-094_1719033300_1719033351_313.jpg,2,1
2024-06-22_chunk_5/0/2024-06-22T14-53-21_FLAG_P_FID_1209_OID_3046g0_ctw-cf-3a-194_1719042600_1719042801_1209.jpg,2024-06-22_chunk_3/0/2024-06-22T15-00-58_FLAG_P_FID_349_OID_22g0_ctw-cf-1b-025_1719043201_1719043258_349.jpg,0,0
2024-06-22_chunk_6/2/2024-06-22T13-46-02_FLAG_P_FID_379_OID_2904g0_ctw-cf-2c-093_1719038700_1719038762_379.jpg,2024-06-22_chunk_1/2/2024-06-22T13-23-54_FLAG_P_FID_1403_OID_791g0_ctw-cf-2d-090_1719037201_1719037434_1403.jpg,2,2
2024-06-22_chunk_1/1/2024-06-22T11-06-55_FLAG_P_FID_688_OID_48g0_ctw-cf-3a-186_1719029101_1719029215_688.jpg,2024-06-22_chunk_1/1/2024-06-22T15-02-26_FLAG_P_FID_880_OID_19g0_ctw-cf-2d-089_1719043200_1719043346_880.jpg,1,1
2024-06-22_chunk_2/2/2024-06-22T13-54-03_FLAG_P_FID_1458_OID_1993g0_ctw-cf-2c-109_1719039001_1719039243_1458.jpg,2024-06-22_chunk_6/2/2024-06-22T14-47-19_FLAG_P_FID_830_OID_3378g0_ctw-cf-3b-200_1719042301_1719042439_830.jpg,2,2
2024-06-22_chunk_8/0/2024-06-22T14-46-01_FLAG_P_FID_365_OID_4955g0_ctw-cf-2c-104_1719042301_1719042361_365.jpg,2024-06-22_chunk_6/1/2024-06-22T13-34-56_FLAG_P_FID_1777_OID_1062g0_ctw-cf-1a-080_1719037801_1719038096_1777.jpg,0,1
2024-06-22_chunk_6/0/2024-06-22T10-04-36_FLAG_P_FID_1639_OID_14g0_ctw-cp-3e-176_1719025204_1719025476_1639.jpg,2024-06-22_chunk_1/1/2024-06-22T14-18-27_FLAG_P_FID_1243_OID_728g0_ctw-cf-2c-109_1719040501_1719040707_1243.jpg,0,1
2024-06-22_chunk_3/1/2024-06-22T11-04-06_FLAG_P_FID_1477_OID_96g0_ctw-cf-3a-188_1719028801_1719029046_1477.jpg,2024-06-22_chunk_4/2/2024-06-22T13-30-15_FLAG_P_FID_89_OID_220g0_ctw-cf-3d-152_1719037801_1719037815_89.jpg,1,2
2024-06-22_chunk_1/0/2024-06-22T10-02-44_FLAG_P_FID_960_OID_93g0_ctw-cf-1c-046_1719025205_1719025364_960.jpg,2024-06-22_chunk_2/0/2024-06-22T12-22-44_FLAG_P_FID_991_OID_304g0_ctw-cf-3f-160_1719033600_1719033764_991.jpg,0,0
2024-06-22_chunk_7/0/2024-06-22T12-38-20_FLAG_P_FID_1204_OID_1780g0_ctw-cf-3a-189_1719034500_1719034700_1204.jpg,2024-06-22_chunk_7/4/2024-06-22T14-27-40_FLAG_P_FID_957_OID_2862g0_ctw-cf-2c-104_1719041101_1719041260_957.jpg,0,4
2024-06-22_chunk_2/1/2024-06-22T15-19-18_FLAG_P_FID_1554_OID_182g0_ctw-cf-3d-152_1719044100_1719044358_1554.jpg,2024-06-22_chunk_8/0/2024-06-22T14-12-12_FLAG_P_FID_788_OID_799g0_ctw-cf-3b-200_1719040201_1719040332_788.jpg,1,0
2024-06-22_chunk_1/1/2024-06-22T14-33-07_FLAG_P_FID_1126_OID_2526g0_ctw-cf-2c-093_1719041400_1719041587_1126.jpg,2024-06-22_chunk_1/1/2024-06-22T13-26-02_FLAG_P_FID_376_OID_1672g0_ctw-cf-3a-184_1719037500_1719037562_376.jpg,1,1
2024-06-22_chunk_6/0/2024-06-22T11-09-37_FLAG_P_FID_1658_OID_243g0_ctw-cf-2c-093_1719029101_1719029377_1658.jpg,2024-06-22_chunk_6/1/2024-06-22T14-05-04_FLAG_P_FID_31_OID_350g0_ctw-cf-2c-093_1719039900_1719039904_31.jpg,0,1
2024-06-22_chunk_2/1/2024-06-22T14-48-36_FLAG_P_FID_1296_OID_5319g0_ctw-cf-2c-104_1719042301_1719042516_1296.jpg,2024-06-22_chunk_3/1/2024-06-22T10-13-08_FLAG_P_FID_1124_OID_72g0_ctw-cf-2b-141_1719025801_1719025988_1124.jpg,1,1
2024-06-22_chunk_5/1/2024-06-22T11-13-15_FLAG_P_FID_1169_OID_551g0_ctw-cf-1c-046_1719029401_1719029595_1169.jpg,2024-06-22_chunk_6/0/2024-06-22T14-14-38_FLAG_P_FID_1669_OID_436g0_ctw-cf-3c-167_1719040201_1719040478_1669.jpg,1,0
2024-06-22_chunk_2/1/2024-06-22T15-15-39_FLAG_P_FID_238_OID_1982g1_ctw-cf-3c-163_1719044100_1719044139_238.jpg,2024-06-22_chunk_2/0/2024-06-22T10-01-01_FLAG_P_FID_346_OID_18g0_ctw-cf-2c-107_1719025204_1719025261_346.jpg,1,0
2024-06-22_chunk_4/1/2024-06-22T15-04-38_FLAG_P_FID_1699_OID_249g0_ctw-cf-3a-194_1719043200_1719043478_1699.jpg,2024-06-22_chunk_4/1/2024-06-22T15-14-00_FLAG_P_FID_1443_OID_1921g0_ctw-cf-2a-139_1719043800_1719044040_1443.jpg,1,1
2024-06-22_chunk_7/0/2024-06-22T11-34-06_FLAG_P_FID_1478_OID_504g0_ctw-cp-3e-176_1719030600_1719030846_1478.jpg,2024-06-22_chunk_7/1/2024-06-22T12-20-06_FLAG_P_FID_34_OID_84g0_ctw-cf-3d-152_1719033601_1719033606_34.jpg,0,1
2024-06-22_chunk_3/1/2024-06-22T12-42-31_FLAG_P_FID_910_OID_999g0_ctw-cf-3a-188_1719034800_1719034951_910.jpg,2024-06-22_chunk_4/1/2024-06-22T13-28-34_FLAG_P_FID_1288_OID_1220g0_ctw-cf-2e-112_1719037500_1719037714_1288.jpg,1,1
2024-06-22_chunk_7/0/2024-06-22T10-01-03_FLAG_P_FID_358_OID_5g0_ctw-cp-3e-176_1719025204_1719025263_358.jpg,2024-06-22_chunk_5/1/2024-06-22T11-37-58_FLAG_P_FID_1068_OID_773g0_ctw-cf-2c-109_1719030901_1719031078_1068.jpg,0,1
2024-06-22_chunk_5/0/2024-06-22T15-06-09_FLAG_P_FID_419_OID_546g0_ctw-cf-2c-093_1719043500_1719043569_419.jpg,2024-06-22_chunk_1/1/2024-06-22T12-15-46_FLAG_P_FID_275_OID_920g0_ctw-cf-3a-191_1719033301_1719033346_275.jpg,0,1
2024-06-22_chunk_2/1/2024-06-22T14-42-58_FLAG_P_FID_1073_OID_2460g0_ctw-cf-3a-194_1719042000_1719042178_1073.jpg,2024-06-22_chunk_5/1/2024-06-22T13-17-52_FLAG_P_FID_1036_OID_2650g0_ctw-cf-1c-050_1719036900_1719037072_1036.jpg,1,1
2024-06-22_chunk_2/0/2024-06-22T15-16-07_FLAG_P_FID_402_OID_133g0_ctw-cf-1f-005-store_1719044101_1719044167_402.jpg,2024-06-22_chunk_7/1/2024-06-22T11-29-35_FLAG_P_FID_1651_OID_1015g0_ctw-cf-1c-047_1719030301_1719030575_1651.jpg,0,1
2024-06-22_chunk_1/3/2024-06-22T12-08-17_FLAG_P_FID_1184_OID_362g0_ctw-cf-2a-140_1719032700_1719032897_1184.jpg,2024-06-22_chunk_1/0/2024-06-22T11-34-52_FLAG_P_FID_1758_OID_369g0_ctw-cf-2c-095_1719030600_1719030892_1758.jpg,3,0
2024-06-22_chunk_2/1/2024-06-22T13-50-37_FLAG_P_FID_220_OID_1984g0_ctw-cf-3c-164_1719039001_1719039037_220.jpg,2024-06-22_chunk_3/0/2024-06-22T11-29-53_FLAG_P_FID_1763_OID_430g0_ctw-cp-3e-176_1719030300_1719030593_1763.jpg,1,0
2024-06-22_chunk_5/0/2024-06-22T12-04-39_FLAG_P_FID_1763_OID_63g0_ctw-cf-3c-158_1719032401_1719032679_1763.jpg,2024-06-22_chunk_5/1/2024-06-22T13-01-41_FLAG_P_FID_606_OID_31g0_ctw-cf-2d-090_1719036001_1719036101_606.jpg,0,1
2024-06-22_chunk_8/0/2024-06-22T10-22-02_FLAG_P_FID_728_OID_101g0_ctw-cf-2a-126_1719026401_1719026522_728.jpg,2024-06-22_chunk_8/0/2024-06-22T15-15-49_FLAG_P_FID_298_OID_2414g1_ctw-cf-1c-017_1719044100_1719044149_298.jpg,0,0
2024-06-22_chunk_1/2/2024-06-22T11-20-40_FLAG_P_FID_241_OID_534g0_ctw-cf-2c-108_1719030000_1719030040_241.jpg,2024-06-22_chunk_7/0/2024-06-22T14-15-47_FLAG_P_FID_284_OID_385g0_ctw-cf-3c-169_1719040500_1719040547_284.jpg,2,0
2024-06-22_chunk_3/0/2024-06-22T12-15-17_FLAG_P_FID_102_OID_753g0_ctw-cf-2c-091_1719033301_1719033317_102.jpg,2024-06-22_chunk_5/1/2024-06-22T14-41-01_FLAG_P_FID_366_OID_1269g0_ctw-cf-3c-170_1719042001_1719042061_366.jpg,0,1
2024-06-22_chunk_1/0/2024-06-22T15-17-02_FLAG_P_FID_736_OID_2332g0_ctw-cf-3c-163_1719044100_1719044222_736.jpg,2024-06-22_chunk_5/0/2024-06-22T12-43-49_FLAG_P_FID_1378_OID_4753g0_ctw-cf-1c-050_1719034800_1719035029_1378.jpg,0,0
2024-06-22_chunk_8/0/2024-06-22T11-05-45_FLAG_P_FID_276_OID_148g0_ctw-cf-3a-185_1719029100_1719029145_276.jpg,2024-06-22_chunk_6/0/2024-06-22T10-30-59_FLAG_P_FID_360_OID_416g0_ctw-cf-2b-146_1719027000_1719027059_360.jpg,0,0
2024-06-22_chunk_7/1/2024-06-22T13-32-46_FLAG_P_FID_997_OID_1177g0_ctw-cf-2b-141_1719037801_1719037966_997.jpg,2024-06-22_chunk_3/2/2024-06-22T14-34-29_FLAG_P_FID_1614_OID_2830g0_ctw-cf-2a-134_1719041401_1719041669_1614.jpg,1,2
2024-06-22_chunk_8/2/2024-06-22T14-41-47_FLAG_P_FID_646_OID_4165g0_ctw-cf-1c-047_1719042000_1719042107_646.jpg,2024-06-22_chunk_8/2/2024-06-22T15-16-25_FLAG_P_FID_517_OID_1392g0_ctw-cf-2a-134_1719044100_1719044185_517.jpg,2,2
2024-06-22_chunk_5/1/2024-06-22T15-20-47_FLAG_P_FID_286_OID_3033g0_ctw-cf-3c-163_1719044400_1719044447_286.jpg,2024-06-22_chunk_6/1/2024-06-22T14-20-40_FLAG_P_FID_237_OID_2124g0_ctw-cf-2c-104_1719040801_1719040840_237.jpg,1,1
2024-06-22_chunk_8/1/2024-06-22T13-09-39_FLAG_P_FID_1715_OID_1392g0_ctw-cf-1c-049_1719036301_1719036579_1715.jpg,2024-06-22_chunk_5/1/2024-06-22T12-39-42_FLAG_P_FID_1693_OID_1079g0_ctw-cf-2e-111_1719034501_1719034782_1693.jpg,1,1
2024-06-22_chunk_2/0/2024-06-22T11-55-05_FLAG_P_FID_26_OID_4468g1_ctw-cf-1c-017_1719032101_1719032105_26.jpg,2024-06-22_chunk_2/0/2024-06-22T11-09-31_FLAG_P_FID_1625_OID_65g0_ctw-cf-3c-166_1719029101_1719029371_1625.jpg,0,0
2024-06-22_chunk_2/1/2024-06-22T10-13-08_FLAG_P_FID_1125_OID_206g0_ctw-cf-2a-134_1719025801_1719025988_1125.jpg,2024-06-22_chunk_8/0/2024-06-22T12-12-48_FLAG_P_FID_1005_OID_280g0_ctw-cf-2b-141_1719033001_1719033168_1005.jpg,1,0
2024-06-22_chunk_8/1/2024-06-22T13-32-10_FLAG_P_FID_783_OID_3486g0_ctw-cf-3c-155_1719037800_1719037930_783.jpg,2024-06-22_chunk_3/1/2024-06-22T12-27-52_FLAG_P_FID_1031_OID_2923g0_ctw-cf-1c-049_1719033901_1719034072_1031.jpg,1,1
2024-06-22_chunk_7/1/2024-06-22T13-44-20_FLAG_P_FID_1561_OID_2233g0_ctw-cf-3b-200_1719038401_1719038660_1561.jpg,2024-06-22_chunk_5/0/2024-06-22T11-21-41_FLAG_P_FID_608_OID_553g0_ctw-cf-2c-108_1719030000_1719030101_608.jpg,1,0
2024-06-22_chunk_8/1/2024-06-22T15-23-24_FLAG_P_FID_1225_OID_3473g0_ctw-cf-1c-047_1719044401_1719044604_1225.jpg,2024-06-22_chunk_3/2/2024-06-22T11-47-20_FLAG_P_FID_841_OID_1043g0_ctw-cf-2b-146_1719031501_1719031640_841.jpg,1,2
2024-06-22_chunk_2/0/2024-06-22T13-40-22_FLAG_P_FID_130_OID_1442g0_ctw-cf-2c-109_1719038401_1719038422_130.jpg,2024-06-22_chunk_1/2/2024-06-22T10-32-05_FLAG_P_FID_748_OID_1022g0_ctw-cf-1c-050_1719027001_1719027125_748.jpg,0,2
2024-06-22_chunk_5/1/2024-06-22T12-36-24_FLAG_P_FID_501_OID_2542g0_ctw-cf-2c-105_1719034501_1719034584_501.jpg,2024-06-22_chunk_2/2/2024-06-22T10-27-00_FLAG_P_FID_724_OID_92g0_ctw-cp-3e-176_1719026700_1719026820_724.jpg,1,2
2024-06-22_chunk_2/1/2024-06-22T13-11-24_FLAG_P_FID_501_OID_540g0_ctw-cf-2a-128_1719036601_1719036684_501.jpg,2024-06-22_chunk_3/1/2024-06-22T15-13-15_FLAG_P_FID_1171_OID_479g0_ctw-cf-3c-170_1719043801_1719043995_1171.jpg,1,1
2024-06-22_chunk_5/0/2024-06-22T14-11-41_FLAG_P_FID_611_OID_1978g0_ctw-cf-1c-050_1719040200_1719040301_611.jpg,2024-06-22_chunk_1/2/2024-06-22T14-40-44_FLAG_P_FID_267_OID_4046g0_ctw-cf-1c-047_1719042000_1719042044_267.jpg,0,2
2024-06-22_chunk_8/0/2024-06-22T15-21-14_FLAG_P_FID_449_OID_3154g0_ctw-cf-3c-163_1719044400_1719044474_449.jpg,2024-06-22_chunk_2/1/2024-06-22T13-02-28_FLAG_P_FID_888_OID_141g0_ctw-cf-2a-134_1719036001_1719036148_888.jpg,0,1
2024-06-22_chunk_7/1/2024-06-22T11-14-39_FLAG_P_FID_1781_OID_659g0_ctw-cf-3c-163_1719029401_1719029679_1781.jpg,2024-06-22_chunk_3/1/2024-06-22T12-51-11_FLAG_P_FID_422_OID_1068g0_ctw-cf-3c-167_1719035401_1719035471_422.jpg,1,1
2024-06-22_chunk_2/1/2024-06-22T13-20-31_FLAG_P_FID_184_OID_619g0_ctw-cf-2b-142_1719037201_1719037231_184.jpg,2024-06-22_chunk_1/2/2024-06-22T15-17-53_FLAG_P_FID_1041_OID_1515g0_ctw-cf-2a-134_1719044100_1719044273_1041.jpg,1,2
2024-06-22_chunk_6/0/2024-06-22T11-22-18_FLAG_P_FID_832_OID_500g0_ctw-cf-3a-188_1719030000_1719030138_832.jpg,2024-06-22_chunk_4/1/2024-06-22T14-35-30_FLAG_P_FID_178_OID_1177g0_ctw-cf-2e-111_1719041701_1719041730_178.jpg,0,1
2024-06-22_chunk_6/1/2024-06-22T13-13-38_FLAG_P_FID_1315_OID_1018g0_ctw-cf-1c-047_1719036600_1719036818_1315.jpg,2024-06-22_chunk_2/0/2024-06-22T14-13-50_FLAG_P_FID_1382_OID_970g0_ctw-cf-2a-128_1719040200_1719040430_1382.jpg,1,0
2024-06-22_chunk_1/0/2024-06-22T13-19-21_FLAG_P_FID_1564_OID_1165g0_ctw-cf-1c-020-store_1719036901_1719037161_1564.jpg,2024-06-22_chunk_5/1/2024-06-22T12-47-23_FLAG_P_FID_860_OID_2155g0_ctw-cf-3a-195_1719035100_1719035243_860.jpg,0,1
2024-06-22_chunk_4/3/2024-06-22T12-58-03_FLAG_P_FID_1101_OID_3511g0_ctw-cf-2c-104_1719035700_1719035883_1101.jpg,2024-06-22_chunk_8/2/2024-06-22T12-17-12_FLAG_P_FID_793_OID_1207g0_ctw-cf-2c-105_1719033301_1719033432_793.jpg,3,2
2024-06-22_chunk_1/2/2024-06-22T13-39-39_FLAG_P_FID_1693_OID_822g0_ctw-cf-2c-095_1719038101_1719038379_1693.jpg,2024-06-22_chunk_3/0/2024-06-22T13-32-38_FLAG_P_FID_954_OID_1235g0_ctw-cf-3c-164_1719037800_1719037958_954.jpg,2,0
2024-06-22_chunk_5/0/2024-06-22T13-47-15_FLAG_P_FID_815_OID_7166g0_ctw-cf-1c-017_1719038700_1719038835_815.jpg,2024-06-22_chunk_8/0/2024-06-22T14-17-20_FLAG_P_FID_845_OID_1444g0_ctw-cf-3a-189_1719040500_1719040640_845.jpg,0,0
2024-06-22_chunk_8/1/2024-06-22T14-06-20_FLAG_P_FID_484_OID_298g0_ctw-cf-1a-086_1719039900_1719039980_484.jpg,2024-06-22_chunk_6/0/2024-06-22T14-53-21_FLAG_P_FID_1212_OID_3140g0_ctw-cf-2c-092_1719042600_1719042801_1212.jpg,1,0
2024-06-22_chunk_7/1/2024-06-22T12-26-08_FLAG_P_FID_408_OID_1051g0_ctw-cf-1e-072_1719033901_1719033968_408.jpg,2024-06-22_chunk_6/1/2024-06-22T11-45-24_FLAG_P_FID_149_OID_1078g0_ctw-cf-2c-108_1719031500_1719031524_149.jpg,1,1
2024-06-22_chunk_3/1/2024-06-22T12-19-26_FLAG_P_FID_1593_OID_203g0_ctw-cf-1b-007_1719033301_1719033566_1593.jpg,2024-06-22_chunk_4/3/2024-06-22T15-24-40_FLAG_P_FID_1678_OID_3745g0_ctw-cf-1c-047_1719044401_1719044680_1678.jpg,1,3
2024-06-22_chunk_6/1/2024-06-22T13-41-04_FLAG_P_FID_389_OID_4251g0_ctw-cf-3c-163_1719038400_1719038464_389.jpg,2024-06-22_chunk_3/2/2024-06-22T11-21-04_FLAG_P_FID_390_OID_319g0_ctw-cf-2e-111_1719030000_1719030064_390.jpg,1,2
2024-06-22_chunk_2/1/2024-06-22T13-26-15_FLAG_P_FID_448_OID_1463g0_ctw-cf-3b-200_1719037501_1719037575_448.jpg,2024-06-22_chunk_8/0/2024-06-22T11-33-34_FLAG_P_FID_1283_OID_844g0_ctw-cp-3e-175_1719030601_1719030814_1283.jpg,1,0
2024-06-22_chunk_6/0/2024-06-22T15-00-46_FLAG_P_FID_282_OID_63g0_ctw-cf-2b-142_1719043200_1719043246_282.jpg,2024-06-22_chunk_3/1/2024-06-22T10-55-53_FLAG_P_FID_320_OID_297g0_ctw-cf-3b-203_1719028500_1719028553_320.jpg,0,1
2024-06-22_chunk_1/1/2024-06-22T15-24-16_FLAG_P_FID_1538_OID_2865g0_ctw-cf-1c-015-store_1719044400_1719044656_1538.jpg,2024-06-22_chunk_3/0/2024-06-22T14-49-28_FLAG_P_FID_1606_OID_1497g0_ctw-cf-3c-158_1719042301_1719042568_1606.jpg,1,0
