Image1,Image2,Label1,Label2
2024-06-22_chunk_6/0/2024-06-22T14-38-36_FLAG_P_FID_1302_OID_2331g0_ctw-cf-2b-141_1719041700_1719041916_1302.jpg,2024-06-22_chunk_5/0/2024-06-22T11-07-19_FLAG_P_FID_835_OID_170g0_ctw-cf-2c-108_1719029101_1719029239_835.jpg,0,0
2024-06-22_chunk_2/0/2024-06-22T14-33-36_FLAG_P_FID_1303_OID_1416g0_ctw-cf-2c-109_1719041400_1719041616_1303.jpg,2024-06-22_chunk_2/0/2024-06-22T14-00-57_FLAG_P_FID_349_OID_4g0_ctw-cf-2d-089_1719039600_1719039657_349.jpg,0,0
2024-06-22_chunk_5/1/2024-06-22T13-55-12_FLAG_P_FID_76_OID_7325g0_ctw-cf-1c-049_1719039300_1719039312_76.jpg,2024-06-22_chunk_1/1/2024-06-22T13-52-59_FLAG_P_FID_1080_OID_2265g0_ctw-cp-3e-174_1719039000_1719039179_1080.jpg,1,1
2024-06-22_chunk_3/0/2024-06-22T12-37-38_FLAG_P_FID_954_OID_1978g0_ctw-cf-2c-091_1719034500_1719034658_954.jpg,2024-06-22_chunk_3/1/2024-06-22T15-07-27_FLAG_P_FID_879_OID_837g0_ctw-cf-1c-047_1719043501_1719043647_879.jpg,0,1
2024-06-22_chunk_2/0/2024-06-22T14-47-26_FLAG_P_FID_873_OID_5169g0_ctw-cf-2c-104_1719042301_1719042446_873.jpg,2024-06-22_chunk_2/1/2024-06-22T15-03-29_FLAG_P_FID_1259_OID_254g0_ctw-cf-2b-141_1719043200_1719043409_1259.jpg,0,1
2024-06-22_chunk_5/0/2024-06-22T15-19-50_FLAG_P_FID_1744_OID_862g0_ctw-cf-3c-164_1719044100_1719044390_1744.jpg,2024-06-22_chunk_5/1/2024-06-22T14-48-37_FLAG_P_FID_1307_OID_1706g0_ctw-cf-2b-147_1719042300_1719042517_1307.jpg,0,1
2024-06-22_chunk_2/1/2024-06-22T10-26-59_FLAG_P_FID_711_OID_427g0_ctw-cf-1c-051_1719026701_1719026819_711.jpg,2024-06-22_chunk_2/1/2024-06-22T14-40-46_FLAG_P_FID_278_OID_662g0_ctw-cf-1b-007_1719042000_1719042046_278.jpg,1,1
2024-06-22_chunk_3/2/2024-06-22T11-21-04_FLAG_P_FID_390_OID_319g0_ctw-cf-2e-111_1719030000_1719030064_390.jpg,2024-06-22_chunk_6/1/2024-06-22T12-53-39_FLAG_P_FID_1312_OID_2145g0_ctw-cf-3b-200_1719035401_1719035619_1312.jpg,2,1
2024-06-22_chunk_4/1/2024-06-22T13-43-47_FLAG_P_FID_1367_OID_3896g0_ctw-cf-2c-105_1719038400_1719038627_1367.jpg,2024-06-22_chunk_6/1/2024-06-22T12-59-32_FLAG_P_FID_1636_OID_1701g0_ctw-cf-2c-108_1719035700_1719035972_1636.jpg,1,1
2024-06-22_chunk_5/1/2024-06-22T13-08-05_FLAG_P_FID_1115_OID_1196g0_ctw-cf-1c-050_1719036300_1719036485_1115.jpg,2024-06-22_chunk_1/0/2024-06-22T14-39-49_FLAG_P_FID_1734_OID_4489g0_ctw-cf-2c-105_1719041701_1719041989_1734.jpg,1,0
2024-06-22_chunk_3/0/2024-06-22T12-54-37_FLAG_P_FID_1664_OID_2987g0_ctw-cf-2c-091_1719035400_1719035677_1664.jpg,2024-06-22_chunk_1/0/2024-06-22T10-21-37_FLAG_P_FID_586_OID_537g0_ctw-cf-1c-046_1719026400_1719026497_586.jpg,0,0
2024-06-22_chunk_6/0/2024-06-22T11-55-14_FLAG_P_FID_84_OID_1132g0_ctw-cf-2b-141_1719032101_1719032114_84.jpg,2024-06-22_chunk_6/1/2024-06-22T13-16-04_FLAG_P_FID_391_OID_599g0_ctw-cf-3a-192_1719036900_1719036964_391.jpg,0,1
2024-06-22_chunk_2/1/2024-06-22T10-32-50_FLAG_P_FID_1026_OID_289g0_ctw-cf-1a-011_1719027000_1719027170_1026.jpg,2024-06-22_chunk_3/1/2024-06-22T11-42-42_FLAG_P_FID_975_OID_529g0_ctw-cf-3c-167_1719031200_1719031362_975.jpg,1,1
2024-06-22_chunk_5/0/2024-06-22T10-18-02_FLAG_P_FID_1095_OID_900g0_ctw-cf-1c-015-store_1719026100_1719026282_1095.jpg,2024-06-22_chunk_5/0/2024-06-22T14-53-21_FLAG_P_FID_1209_OID_3046g0_ctw-cf-3a-194_1719042600_1719042801_1209.jpg,0,0
2024-06-22_chunk_2/1/2024-06-22T10-15-43_FLAG_P_FID_259_OID_272g0_ctw-cf-2a-134_1719026101_1719026143_259.jpg,2024-06-22_chunk_2/1/2024-06-22T10-28-42_FLAG_P_FID_1333_OID_483g0_ctw-cf-1c-051_1719026701_1719026922_1333.jpg,1,1
2024-06-22_chunk_3/1/2024-06-22T14-38-28_FLAG_P_FID_1250_OID_3716g0_ctw-cf-1c-047_1719041700_1719041908_1250.jpg,2024-06-22_chunk_3/2/2024-06-22T11-05-28_FLAG_P_FID_164_OID_135g0_ctw-cf-3a-188_1719029101_1719029128_164.jpg,1,2
2024-06-22_chunk_2/0/2024-06-22T14-14-52_FLAG_P_FID_1756_OID_1032g0_ctw-cf-2a-128_1719040200_1719040492_1756.jpg,2024-06-22_chunk_6/4/2024-06-22T12-34-08_FLAG_P_FID_1488_OID_1618g0_ctw-cf-2a-134_1719034201_1719034448_1488.jpg,0,4
2024-06-22_chunk_3/0/2024-06-22T11-23-59_FLAG_P_FID_1438_OID_644g0_ctw-cf-3a-184_1719030000_1719030239_1438.jpg,2024-06-22_chunk_1/2/2024-06-22T10-33-31_FLAG_P_FID_1264_OID_644g0_ctw-cf-3c-163_1719027001_1719027211_1264.jpg,0,2
2024-06-22_chunk_6/0/2024-06-22T14-53-21_FLAG_P_FID_1212_OID_3140g0_ctw-cf-2c-092_1719042600_1719042801_1212.jpg,2024-06-22_chunk_1/1/2024-06-22T12-10-25_FLAG_P_FID_148_OID_799g0_ctw-cf-2c-105_1719033001_1719033025_148.jpg,0,1
2024-06-22_chunk_2/0/2024-06-22T10-01-01_FLAG_P_FID_346_OID_18g0_ctw-cf-2c-107_1719025204_1719025261_346.jpg,2024-06-22_chunk_4/2/2024-06-22T13-38-31_FLAG_P_FID_1265_OID_1395g0_ctw-cf-2b-141_1719038101_1719038311_1265.jpg,0,2
2024-06-22_chunk_5/1/2024-06-22T13-01-41_FLAG_P_FID_606_OID_31g0_ctw-cf-2d-090_1719036001_1719036101_606.jpg,2024-06-22_chunk_1/0/2024-06-22T13-07-06_FLAG_P_FID_756_OID_990g0_ctw-cf-1c-017_1719036301_1719036426_756.jpg,1,0
2024-06-22_chunk_4/1/2024-06-22T10-48-25_FLAG_P_FID_1235_OID_304g0_ctw-cf-2c-095_1719027900_1719028105_1235.jpg,2024-06-22_chunk_6/0/2024-06-22T11-37-16_FLAG_P_FID_822_OID_1411g0_ctw-cf-2c-104_1719030900_1719031036_822.jpg,1,0
2024-06-22_chunk_6/0/2024-06-22T13-34-28_FLAG_P_FID_1612_OID_876g0_ctw-cf-2a-138_1719037800_1719038068_1612.jpg,2024-06-22_chunk_1/2/2024-06-22T14-12-19_FLAG_P_FID_841_OID_281g0_ctw-cf-2a-135_1719040200_1719040339_841.jpg,0,2
2024-06-22_chunk_3/0/2024-06-22T12-58-05_FLAG_P_FID_1116_OID_988g0_ctw-cp-3e-176_1719035700_1719035885_1116.jpg,2024-06-22_chunk_6/1/2024-06-22T14-21-35_FLAG_P_FID_567_OID_922g0_ctw-cf-3c-164_1719040801_1719040895_567.jpg,0,1
2024-06-22_chunk_4/1/2024-06-22T11-09-12_FLAG_P_FID_1513_OID_226g0_ctw-cf-1a-080_1719029101_1719029352_1513.jpg,2024-06-22_chunk_6/0/2024-06-22T13-00-03_FLAG_P_FID_20_OID_1g0_ctw-cp-3e-176_1719036000_1719036003_20.jpg,1,0
2024-06-22_chunk_4/3/2024-06-22T15-24-40_FLAG_P_FID_1678_OID_3745g0_ctw-cf-1c-047_1719044401_1719044680_1678.jpg,2024-06-22_chunk_5/2/2024-06-22T12-08-32_FLAG_P_FID_1268_OID_142g0_ctw-cf-2a-126_1719032701_1719032912_1268.jpg,3,2
2024-06-22_chunk_2/1/2024-06-22T12-45-23_FLAG_P_FID_134_OID_270g0_ctw-cf-2d-089_1719035101_1719035123_134.jpg,2024-06-22_chunk_6/0/2024-06-22T11-14-13_FLAG_P_FID_1520_OID_150g0_ctw-cf-1b-007_1719029400_1719029653_1520.jpg,1,0
2024-06-22_chunk_3/1/2024-06-22T14-50-31_FLAG_P_FID_187_OID_8580g0_ctw-cf-1c-050_1719042600_1719042631_187.jpg,2024-06-22_chunk_3/1/2024-06-22T14-03-31_FLAG_P_FID_1271_OID_295g0_ctw-cf-2c-091_1719039600_1719039811_1271.jpg,1,1
2024-06-22_chunk_3/0/2024-06-22T15-05-01_FLAG_P_FID_6_OID_219g0_ctw-cf-3b-203_1719043501_1719043501_6.jpg,2024-06-22_chunk_1/1/2024-06-22T12-18-22_FLAG_P_FID_1216_OID_480g0_ctw-cf-2c-108_1719033300_1719033502_1216.jpg,0,1
2024-06-22_chunk_3/1/2024-06-22T11-50-08_FLAG_P_FID_48_OID_1922g0_ctw-cf-2c-091_1719031801_1719031808_48.jpg,2024-06-22_chunk_1/0/2024-06-22T14-40-00_FLAG_P_FID_1_OID_1236g0_ctw-cf-1a-011_1719042000_1719042000_1.jpg,1,0
2024-06-22_chunk_2/1/2024-06-22T13-11-24_FLAG_P_FID_501_OID_540g0_ctw-cf-2a-128_1719036601_1719036684_501.jpg,2024-06-22_chunk_5/0/2024-06-22T14-53-11_FLAG_P_FID_1139_OID_9179g0_ctw-cf-1c-050_1719042600_1719042791_1139.jpg,1,0
2024-06-22_chunk_4/1/2024-06-22T15-21-42_FLAG_P_FID_609_OID_700g0_ctw-cf-3c-166_1719044401_1719044502_609.jpg,2024-06-22_chunk_6/3/2024-06-22T11-53-30_FLAG_P_FID_1257_OID_2100g0_ctw-cf-3a-195_1719031801_1719032010_1257.jpg,1,3
2024-06-22_chunk_5/1/2024-06-22T13-43-23_FLAG_P_FID_1218_OID_1582g0_ctw-cf-2c-109_1719038401_1719038603_1218.jpg,2024-06-22_chunk_1/0/2024-06-22T14-16-57_FLAG_P_FID_699_OID_1808g0_ctw-cf-2c-105_1719040501_1719040617_699.jpg,1,0
2024-06-22_chunk_2/0/2024-06-22T14-29-51_FLAG_P_FID_1749_OID_1871g0_ctw-cf-2b-141_1719041100_1719041391_1749.jpg,2024-06-22_chunk_5/1/2024-06-22T11-32-49_FLAG_P_FID_1020_OID_1152g0_ctw-cf-2a-134_1719030600_1719030769_1020.jpg,0,1
2024-06-22_chunk_2/1/2024-06-22T13-56-18_FLAG_P_FID_473_OID_2061g0_ctw-cf-2c-108_1719039300_1719039378_473.jpg,2024-06-22_chunk_3/1/2024-06-22T12-04-39_FLAG_P_FID_1680_OID_157g0_ctw-cf-2c-094_1719032400_1719032679_1680.jpg,1,1
2024-06-22_chunk_2/1/2024-06-22T12-22-36_FLAG_P_FID_941_OID_1201g0_ctw-cf-2c-091_1719033600_1719033756_941.jpg,2024-06-22_chunk_6/0/2024-06-22T12-16-28_FLAG_P_FID_531_OID_497g0_ctw-cf-1c-019-store_1719033300_1719033388_531.jpg,1,0
2024-06-22_chunk_3/1/2024-06-22T13-43-06_FLAG_P_FID_1121_OID_5999g0_ctw-cf-1c-050_1719038400_1719038586_1121.jpg,2024-06-22_chunk_6/1/2024-06-22T11-37-30_FLAG_P_FID_907_OID_1322g0_ctw-cf-1c-047_1719030900_1719031050_907.jpg,1,1
2024-06-22_chunk_2/0/2024-06-22T15-19-13_FLAG_P_FID_1519_OID_2279g0_ctw-cf-1c-047_1719044101_1719044353_1519.jpg,2024-06-22_chunk_1/2/2024-06-22T13-23-54_FLAG_P_FID_1403_OID_791g0_ctw-cf-2d-090_1719037201_1719037434_1403.jpg,0,2
2024-06-22_chunk_2/1/2024-06-22T12-18-48_FLAG_P_FID_1366_OID_968g0_ctw-cf-2c-091_1719033301_1719033528_1366.jpg,2024-06-22_chunk_3/1/2024-06-22T10-13-08_FLAG_P_FID_1124_OID_72g0_ctw-cf-2b-141_1719025801_1719025988_1124.jpg,1,1
2024-06-22_chunk_4/2/2024-06-22T12-19-12_FLAG_P_FID_1510_OID_1314g0_ctw-cf-3c-163_1719033301_1719033552_1510.jpg,2024-06-22_chunk_6/0/2024-06-22T15-00-41_FLAG_P_FID_248_OID_64g0_ctw-cf-2c-093_1719043200_1719043241_248.jpg,2,0
2024-06-22_chunk_2/1/2024-06-22T13-09-22_FLAG_P_FID_1573_OID_556g0_ctw-cf-3a-191_1719036301_1719036562_1573.jpg,2024-06-22_chunk_5/0/2024-06-22T14-11-41_FLAG_P_FID_611_OID_1978g0_ctw-cf-1c-050_1719040200_1719040301_611.jpg,1,0
2024-06-22_chunk_6/0/2024-06-22T14-58-14_FLAG_P_FID_1164_OID_3222g0_ctw-cf-2c-103_1719042901_1719043094_1164.jpg,2024-06-22_chunk_5/1/2024-06-22T13-47-40_FLAG_P_FID_957_OID_1713g0_ctw-cf-2b-141_1719038701_1719038860_957.jpg,0,1
2024-06-22_chunk_3/0/2024-06-22T14-38-54_FLAG_P_FID_1404_OID_1205g0_ctw-cf-3c-158_1719041701_1719041934_1404.jpg,2024-06-22_chunk_5/1/2024-06-22T15-05-41_FLAG_P_FID_245_OID_481g0_ctw-cf-2a-134_1719043501_1719043541_245.jpg,0,1
2024-06-22_chunk_6/0/2024-06-22T11-22-18_FLAG_P_FID_832_OID_500g0_ctw-cf-3a-188_1719030000_1719030138_832.jpg,2024-06-22_chunk_1/0/2024-06-22T15-02-22_FLAG_P_FID_856_OID_128g0_ctw-cf-2b-146_1719043200_1719043342_856.jpg,0,0
2024-06-22_chunk_2/1/2024-06-22T12-31-14_FLAG_P_FID_444_OID_147g0_ctw-cf-2d-089_1719034201_1719034274_444.jpg,2024-06-22_chunk_3/2/2024-06-22T14-35-36_FLAG_P_FID_218_OID_3369g0_ctw-cf-1c-047_1719041700_1719041736_218.jpg,1,2
2024-06-22_chunk_2/1/2024-06-22T15-03-29_FLAG_P_FID_1259_OID_254g0_ctw-cf-2b-141_1719043200_1719043409_1259.jpg,2024-06-22_chunk_1/0/2024-06-22T10-48-00_FLAG_P_FID_1087_OID_1970g0_ctw-cf-2c-105_1719027900_1719028080_1087.jpg,1,0
2024-06-22_chunk_4/1/2024-06-22T14-28-14_FLAG_P_FID_1160_OID_2498g0_ctw-cf-2c-094_1719041101_1719041294_1160.jpg,2024-06-22_chunk_6/0/2024-06-22T11-22-18_FLAG_P_FID_832_OID_500g0_ctw-cf-3a-188_1719030000_1719030138_832.jpg,1,0
2024-06-22_chunk_6/0/2024-06-22T10-05-14_FLAG_P_FID_87_OID_5g0_ctw-cf-3b-200_1719025500_1719025514_87.jpg,2024-06-22_chunk_6/2/2024-06-22T15-03-47_FLAG_P_FID_1368_OID_275g0_ctw-cf-2b-141_1719043200_1719043427_1368.jpg,0,2
2024-06-22_chunk_2/1/2024-06-22T13-15-28_FLAG_P_FID_172_OID_535g0_ctw-cf-2b-145_1719036900_1719036928_172.jpg,2024-06-22_chunk_6/2/2024-06-22T12-17-04_FLAG_P_FID_741_OID_872g0_ctw-cf-1c-046_1719033301_1719033424_741.jpg,1,2
2024-06-22_chunk_4/1/2024-06-22T15-11-49_FLAG_P_FID_661_OID_1716g0_ctw-cf-2c-104_1719043800_1719043909_661.jpg,2024-06-22_chunk_1/2/2024-06-22T13-23-54_FLAG_P_FID_1403_OID_791g0_ctw-cf-2d-090_1719037201_1719037434_1403.jpg,1,2
2024-06-22_chunk_4/1/2024-06-22T15-04-38_FLAG_P_FID_1699_OID_249g0_ctw-cf-3a-194_1719043200_1719043478_1699.jpg,2024-06-22_chunk_6/1/2024-06-22T13-13-38_FLAG_P_FID_1315_OID_1018g0_ctw-cf-1c-047_1719036600_1719036818_1315.jpg,1,1
2024-06-22_chunk_3/1/2024-06-22T15-15-46_FLAG_P_FID_272_OID_972g0_ctw-cf-1c-019-store_1719044101_1719044146_272.jpg,2024-06-22_chunk_6/1/2024-06-22T14-11-54_FLAG_P_FID_684_OID_779g0_ctw-cf-3b-200_1719040201_1719040314_684.jpg,1,1
2024-06-22_chunk_2/1/2024-06-22T15-15-51_FLAG_P_FID_307_OID_1888g0_ctw-cf-1c-051_1719044101_1719044151_307.jpg,2024-06-22_chunk_4/3/2024-06-22T12-58-03_FLAG_P_FID_1101_OID_3511g0_ctw-cf-2c-104_1719035700_1719035883_1101.jpg,1,3
2024-06-22_chunk_6/0/2024-06-22T13-12-26_FLAG_P_FID_882_OID_205g0_ctw-cp-3e-176_1719036600_1719036746_882.jpg,2024-06-22_chunk_5/5/2024-06-22T14-52-58_FLAG_P_FID_1069_OID_4307g0_ctw-cf-2a-134_1719042601_1719042778_1069.jpg,0,5
2024-06-22_chunk_6/1/2024-06-22T11-18-19_FLAG_P_FID_1190_OID_608g0_ctw-cf-1c-047_1719029701_1719029899_1190.jpg,2024-06-22_chunk_5/0/2024-06-22T14-31-40_FLAG_P_FID_607_OID_1973g0_ctw-cf-2b-141_1719041400_1719041500_607.jpg,1,0
2024-06-22_chunk_6/0/2024-06-22T10-02-39_FLAG_P_FID_937_OID_38g0_ctw-cf-2c-107_1719025204_1719025359_937.jpg,2024-06-22_chunk_1/1/2024-06-22T12-27-52_FLAG_P_FID_1031_OID_2923g0_ctw-cf-1c-049_1719033901_1719034072_1031.jpg,0,1
2024-06-22_chunk_3/3/2024-06-22T14-25-04_FLAG_P_FID_28_OID_1630g0_ctw-cf-1e-072_1719041100_1719041104_28.jpg,2024-06-22_chunk_6/0/2024-06-22T12-45-23_FLAG_P_FID_142_OID_755g0_ctw-cp-3e-176_1719035100_1719035123_142.jpg,3,0
2024-06-22_chunk_6/1/2024-06-22T12-19-42_FLAG_P_FID_1689_OID_1421g0_ctw-cf-2a-139_1719033301_1719033582_1689.jpg,2024-06-22_chunk_1/1/2024-06-22T12-18-00_FLAG_P_FID_1079_OID_1873g0_ctw-cf-1c-050_1719033301_1719033480_1079.jpg,1,1
2024-06-22_chunk_1/0/2024-06-22T12-38-20_FLAG_P_FID_1204_OID_1780g0_ctw-cf-3a-189_1719034500_1719034700_1204.jpg,2024-06-22_chunk_1/2/2024-06-22T13-39-39_FLAG_P_FID_1793_OID_846g0_ctw-cf-2c-095_1719038101_1719038379_1793.jpg,0,2
2024-06-22_chunk_2/2/2024-06-22T12-33-40_FLAG_P_FID_1320_OID_2692g0_ctw-cf-1c-015-store_1719034201_1719034420_1320.jpg,2024-06-22_chunk_6/3/2024-06-22T12-11-26_FLAG_P_FID_517_OID_328g0_ctw-cf-2c-108_1719033000_1719033086_517.jpg,2,3
2024-06-22_chunk_6/1/2024-06-22T14-43-26_FLAG_P_FID_1239_OID_2542g0_ctw-cf-2b-141_1719042000_1719042206_1239.jpg,2024-06-22_chunk_5/1/2024-06-22T15-18-06_FLAG_P_FID_1110_OID_529g0_ctw-cf-2d-090_1719044100_1719044286_1110.jpg,1,1
